color,file,item,gesture,actor,story,clip within story,NA/NF/audio,list,condition
orange,133_G_VS_Bee_2.ogg,133,G,VS,Bee,2,audio,1,E
orange,133_NG_VS_XX_2_NA.ogv,133,NG,VS,XX,2,NA,2,C
orange,133_NG_VS_XX_2_NF.ogv,133,NG,VS,XX,2,NF,3,D
orange,134_G_VS_Bee_3_NA.ogv,134,G,VS,Bee,3,NA,3,A
orange,134_G_VS_Bee_3_NF.ogv,134,G,VS,Bee,3,NF,4,B
orange,134_G_VS_Bee_3.ogg,134,G,VS,Bee,3,audio,5,E
orange,134_NG_VS_XX_3_NA.ogv,134,NG,VS,XX,3,NA,1,C
orange,134_NG_VS_XX_3_NF.ogv,134,NG,VS,XX,3,NF,2,D
orange,135_G_VS_Bee_4_NA.ogv,135,G,VS,Bee,4,NA,2,A
orange,135_G_VS_Bee_4_NF.ogv,135,G,VS,Bee,4,NF,3,B
orange,135_G_VS_Bee_4.ogg,135,G,VS,Bee,4,audio,4,E
orange,135_NG_VS_XX_4_NA.ogv,135,NG,VS,XX,4,NA,5,C
orange,135_NG_VS_XX_4_NF.ogv,135,NG,VS,XX,4,NF,1,D
orange,136_G_VS_Frog_1_NA.ogv,136,G,VS,Frog,1,NA,1,A
orange,136_G_VS_Frog_1_NF.ogv,136,G,VS,Frog,1,NF,2,B
orange,136_G_VS_Frog_1.ogg,136,G,VS,Frog,1,audio,3,E
orange,136_NG_VS_XX_5_NA.ogv,136,NG,VS,XX,5,NA,4,C
orange,136_NG_VS_XX_5_NF.ogv,136,NG,VS,XX,5,NF,5,D
orange,137_G_VS_Frog_2_NA.ogv,137,G,VS,Frog,2,NA,5,A
orange,137_G_VS_Frog_2_NF.ogv,137,G,VS,Frog,2,NF,1,B
orange,137_G_VS_Frog_2.ogg,137,G,VS,Frog,2,audio,2,E
orange,137_NG_VS_XX_6_NA.ogv,137,NG,VS,XX,6,NA,3,C
orange,137_NG_VS_XX_6_NF.ogv,137,NG,VS,XX,6,NF,4,D
orange,138_G_VS_Frog_3_NA.ogv,138,G,VS,Frog,3,NA,4,A
orange,138_G_VS_Frog_3_NF.ogv,138,G,VS,Frog,3,NF,5,B
orange,138_G_VS_Frog_3.ogg,138,G,VS,Frog,3,audio,1,E
orange,138_NG_VS_XX_7_NA.ogv,138,NG,VS,XX,7,NA,2,C
orange,138_NG_VS_XX_7_NF.ogv,138,NG,VS,XX,7,NF,3,D
orange,139_G_VS_Frog_4_NA.ogv,139,G,VS,Frog,4,NA,3,A
orange,139_G_VS_Frog_4_NF.ogv,139,G,VS,Frog,4,NF,4,B
orange,139_G_VS_Frog_4.ogg,139,G,VS,Frog,4,audio,5,E
orange,139_NG_VS_XX_8_NA.ogv,139,NG,VS,XX,8,NA,1,C
orange,139_NG_VS_XX_8_NF.ogv,139,NG,VS,XX,8,NF,2,D
orange,140_G_VS_Hood_1_NA.ogv,140,G,VS,Hood,1,NA,2,A
orange,140_G_VS_Hood_1_NF.ogv,140,G,VS,Hood,1,NF,3,B
orange,140_G_VS_Hood_1.ogg,140,G,VS,Hood,1,audio,4,E
orange,140_NG_VS_XX_9_NA.ogv,140,NG,VS,XX,9,NA,5,C
orange,140_NG_VS_XX_9_NF.ogv,140,NG,VS,XX,9,NF,1,D
orange,141_G_VS_Hood_2_NA.ogv,141,G,VS,Hood,2,NA,1,A
orange,141_G_VS_Hood_2_NF.ogv,141,G,VS,Hood,2,NF,2,B
orange,141_G_VS_Hood_2.ogg,141,G,VS,Hood,2,audio,3,E
orange,141_NG_VS_XX_10_NA.ogv,141,NG,VS,XX,10,NA,4,C
orange,141_NG_VS_XX_10_NF.ogv,141,NG,VS,XX,10,NF,5,D
orange,142_G_VS_Hood_3_NA.ogv,142,G,VS,Hood,3,NA,5,A
orange,142_G_VS_Hood_3_NF.ogv,142,G,VS,Hood,3,NF,1,B
orange,142_G_VS_Hood_3.ogg,142,G,VS,Hood,3,audio,2,E
orange,142_NG_VS_XX_11_NA.ogv,142,NG,VS,XX,11,NA,3,C
orange,142_NG_VS_XX_11_NF.ogv,142,NG,VS,XX,11,NF,4,D
orange,143_G_VS_Hood_4_NA.ogv,143,G,VS,Hood,4,NA,4,A
orange,143_G_VS_Hood_4_NF.ogv,143,G,VS,Hood,4,NF,5,B
orange,143_G_VS_Hood_4.ogg,143,G,VS,Hood,4,audio,1,E
orange,143_NG_VS_XX_12_NA.ogv,143,NG,VS,XX,12,NA,2,C
orange,143_NG_VS_XX_12_NF.ogv,143,NG,VS,XX,12,NF,3,D
orange,144_G_VS_Mother_1_NA.ogv,144,G,VS,Mother,1,NA,3,A
orange,144_G_VS_Mother_1_NF.ogv,144,G,VS,Mother,1,NF,4,B
orange,144_G_VS_Mother_1.ogg,144,G,VS,Mother,1,audio,5,E
orange,144_NG_VS_XX_13_NA.ogv,144,NG,VS,XX,13,NA,1,C
orange,144_NG_VS_XX_13_NF.ogv,144,NG,VS,XX,13,NF,2,D
orange,145_G_VS_Mother_2_NA.ogv,145,G,VS,Mother,2,NA,2,A
orange,145_G_VS_Mother_2_NF.ogv,145,G,VS,Mother,2,NF,3,B
orange,145_G_VS_Mother_2.ogg,145,G,VS,Mother,2,audio,4,E
orange,145_NG_VS_XX_14_NA.ogv,145,NG,VS,XX,14,NA,5,C
orange,145_NG_VS_XX_14_NF.ogv,145,NG,VS,XX,14,NF,1,D
orange,146_G_VS_Mother_3_NA.ogv,146,G,VS,Mother,3,NA,1,A
orange,146_G_VS_Mother_3_NF.ogv,146,G,VS,Mother,3,NF,2,B
orange,146_G_VS_Mother_3.ogg,146,G,VS,Mother,3,audio,3,E
orange,146_NG_VS_XX_15_NA.ogv,146,NG,VS,XX,15,NA,4,C
orange,146_NG_VS_XX_15_NF.ogv,146,NG,VS,XX,15,NF,5,D
orange,147_G_VS_Mother_4_NA.ogv,147,G,VS,Mother,4,NA,5,A
orange,147_G_VS_Mother_4_NF.ogv,147,G,VS,Mother,4,NF,1,B
orange,147_G_VS_Mother_4.ogg,147,G,VS,Mother,4,audio,2,E
orange,147_NG_VS_XX_16_NA.ogv,147,NG,VS,XX,16,NA,3,C
orange,147_NG_VS_XX_16_NF.ogv,147,NG,VS,XX,16,NF,4,D
orange,148_G_VS_Princess_1_NA.ogv,148,G,VS,Princess,1,NA,4,A
orange,148_G_VS_Princess_1_NF.ogv,148,G,VS,Princess,1,NF,5,B
orange,148_G_VS_Princess_1.ogg,148,G,VS,Princess,1,audio,1,E
orange,148_NG_VS_XX_17_NA.ogv,148,NG,VS,XX,17,NA,2,C
orange,148_NG_VS_XX_17_NF.ogv,148,NG,VS,XX,17,NF,3,D
orange,149_G_VS_Princess_2_NA.ogv,149,G,VS,Princess,2,NA,3,A
orange,149_G_VS_Princess_2_NF.ogv,149,G,VS,Princess,2,NF,4,B
orange,149_G_VS_Princess_2.ogg,149,G,VS,Princess,2,audio,5,E
orange,149_NG_VS_XX_18_NA.ogv,149,NG,VS,XX,18,NA,1,C
orange,149_NG_VS_XX_18_NF.ogv,149,NG,VS,XX,18,NF,2,D
orange,150_G_VS_Princess_3_NA.ogv,150,G,VS,Princess,3,NA,2,A
orange,150_G_VS_Princess_3_NF.ogv,150,G,VS,Princess,3,NF,3,B
orange,150_G_VS_Princess_3.ogg,150,G,VS,Princess,3,audio,4,E
orange,150_NG_VS_XX_19_NA.ogv,150,NG,VS,XX,19,NA,5,C
orange,150_NG_VS_XX_19_NF.ogv,150,NG,VS,XX,19,NF,1,D
